Sr no,X,Type,Days.for.shipping.real,Days.for.shipping.scheduled,Benefit.per.order,Sales.per.customer,Delivery.Status,Late_delivery_risk,Category.Id,Category.Name,Customer.City,Customer.Country,Customer.Email,Customer.Fname,Customer.Id,Customer.Lname,Customer.Password,Customer.Segment,Customer.State,Customer.Street,Customer.Zipcode,Department.Id,Department.Name,Latitude,Longitude,Market,Order.City,Order.Country,Order.Customer.Id,order.date..DateOrders.,Order.Id,Order.Item.Cardprod.Id,Order.Item.Discount,Order.Item.Discount.Rate,Order.Item.Id,Order.Item.Product.Price,Order.Item.Profit.Ratio,Order.Item.Quantity,Sales,Order.Item.Total,Order.Profit.Per.Order,Order.Region,Order.State,Order.Status,Order.Zipcode,Product.Card.Id,Product.Category.Id,Product.Description,Product.Image,Product.Name,Product.Price,Product.Status,X.1,Shipping.Mode,X.2,Shipping_Time,Shipping_Date,Shipping_Year,Shipping_Month,date,Status,
11,56695,DEBIT,6,4,-186,120,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Scott,7607,Smith,XXXXXXXXX,Consumer,PR,9471 Middle Grove Place,725,5,Golf,18.24543953,-66.37050629,LATAM,San Andrés Tuxtla,México,7607,19-04-2015,7405,502,30,0.200000003,18556,50,-1.549999952,3,150,120,-186,Central America,Veracruz,COMPLETE,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,Standard Class,NA,01:57,25,2015,4,25-04-2015,Delay,2015
12,68814,PAYMENT,2,1,54.43999863,149.9900055,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,XXXXXXXXX,William,11109,Smith,XXXXXXXXX,Corporate,PR,5657 Lost Expressway,725,3,Footwear,18.23755837,-66.37052155,USCA,New York City,Estados Unidos,11109,18-06-2016,36626,191,50,0.25,91426,99.98999786,0.360000014,2,199.9799957,149.9900055,54.43999863,East of USA,Nueva York,PENDING_PAYMENT,10035,191,9,NA,http:--images.acmesports.sports-Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,NA,First Class,NA,15:22,20,2016,6,20-06-2016,Ontime,2016
13,28818,PAYMENT,2,1,-146.6000061,200,Late delivery,1,24,Women's Apparel,Panorama City,EE. UU.,XXXXXXXXX,Mary,3192,Lindsey,XXXXXXXXX,Corporate,CA,376 Jagged Centre,91402,5,Golf,34.22301102,-118.4487534,Africa,Bertoua,Camerún,3192,17-10-2016,44913,502,50,0.200000003,112172,50,-0.730000019,5,250,200,-146.6000061,Central Africa,Est,PENDING_PAYMENT,NA,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,First Class,NA,14:40,19,2016,10,19-10-2016,Ontime,2016
14,64120,DEBIT,3,2,52.40999985,109.1900024,Late delivery,1,18,Men's Footwear,Chicago,EE. UU.,XXXXXXXXX,Mary,4890,Harrington,XXXXXXXXX,Consumer,IL,9733 Wishing Quail Isle,60651,4,Apparel,41.9041214,-87.71240997,Europe,Cologne,Alemania,4890,23-10-2015,20272,403,20.79999924,0.159999996,50624,129.9900055,0.479999989,1,129.9900055,109.1900024,52.40999985,Western Europe,Renania del Norte-Westfalia,COMPLETE,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Second Class,NA,21:50,26,2015,10,26-10-2015,Ontime,2015
15,17864,CASH,1,0,9.789999962,34.97999954,Late delivery,1,75,Video Games,Miami,EE. UU.,XXXXXXXXX,Katelyn,20757,Gonzales,XXXXXXXXX,Corporate,FL,9299 Quiet Pioneer Forest,33126,9,Discs Shop,25.86028481,-80.19734192,Pacific Asia,Gold Coast,Australia,20757,31-01-2018,77204,1362,4.769999981,0.119999997,180519,39.75,0.280000001,1,39.75,34.97999954,9.789999962,Oceania,Queensland,CLOSED,NA,1362,75,NA,http:--images.acmesports.sports-Fighting+video+games,Fighting video games,39.75,0,NA,Same Day,NA,11:38:00,1,2018,2,02-01-2018,Ontime,2018
16,138788,PAYMENT,3,4,150.3899994,319.980011,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Richard,7669,Patton,XXXXXXXXX,Corporate,PR,8004 Colonial River Square,725,7,Fan_shop,18.26851845,-66.37059021,LATAM,Ilopango,El Salvador,7669,03-09-2017,54727,1004,80,0.200000003,136869,399.980011,0.469999999,1,399.980011,319.980011,150.3899994,Central America,San Salvador,PENDING_PAYMENT,NA,1004,45,NA,http:--images.acmesports.sports-Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,NA,Standard Class,NA,20:57:00,12,2017,3,03-12-2017,Ontime,2017
17,6577,PAYMENT,2,4,-234.3200073,151.1699982,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,9393,Strong,XXXXXXXXX,Home Office,PR,1676 Heather Pointe,725,4,Apparel,18.24069595,-66.37062073,Europe,Portici,Italia,9393,09-05-2015,16971,365,28.79999924,0.159999996,42429,59.99000168,-1.549999952,3,179.9700012,151.1699982,-234.3200073,Southern Europe,Campania,PENDING_PAYMENT,NA,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,17:20:00,7,2015,9,09-07-2015,Ontime,2015
18,38835,PAYMENT,5,4,49.02999878,106.5899963,Late delivery,1,18,Men's Footwear,Medina,EE. UU.,XXXXXXXXX,Margaret,10237,Davis,XXXXXXXXX,Consumer,OH,8333 Stony Via,44256,4,Apparel,41.09885407,-81.98916626,Europe,Dijon,Francia,10237,24-07-2015,13999,403,23.39999962,0.180000007,35022,129.9900055,0.460000008,1,129.9900055,106.5899963,49.02999878,Western Europe,Borgoña-Franco Condado,PENDING_PAYMENT,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Standard Class,NA,08:07,29,2015,7,29-07-2015,Delay,2015
19,138517,CASH,2,4,157.4299927,327.980011,Advance shipping,0,45,Fishing,Caguas,Puerto Rico,XXXXXXXXX,Mary,4348,Smith,XXXXXXXXX,Corporate,PR,1142 Round Via,725,7,Fan_shop,18.2796936,-66.37060547,LATAM,San Miguelito,Panamá,4348,27-03-2017,55931,1004,72,0.180000007,139848,399.980011,0.479999989,1,399.980011,327.980011,157.4299927,Central America,Panamá,CLOSED,NA,1004,45,NA,http:--images.acmesports.sports-Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,NA,Standard Class,NA,10:46,29,2017,3,29-03-2017,Ontime,2017
20,105163,DEBIT,1,0,-87.33000183,181.9299927,Late delivery,1,46,Indoor-Outdoor Games,Enfield,EE. UU.,XXXXXXXXX,Mary,9300,Smith,XXXXXXXXX,Home Office,CT,5662 Shady Harbour,6082,7,Fan_shop,44.70373917,-93.17900848,LATAM,Vassouras,Brasil,9300,17-06-2017,61568,1014,17.98999977,0.090000004,153946,49.97999954,-0.479999989,4,199.9199982,181.9299927,-87.33000183,South America,Río de Janeiro,COMPLETE,NA,1014,46,NA,http:--images.acmesports.sports-O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,NA,Same Day,NA,05:39,18,2017,6,18-06-2017,Ontime,2017
21,75572,TRANSFER,4,4,67.90000153,193.9900055,Shipping on time,0,48,Water Sports,Philadelphia,EE. UU.,XXXXXXXXX,Jacqueline,5671,Lam,XXXXXXXXX,Consumer,PA,1507 Hazy Elk Path,19120,7,Fan_shop,40.03164673,-75.12759399,LATAM,Juárez,México,5671,04-04-2015,6418,1073,6,0.029999999,16070,199.9900055,0.349999994,1,199.9900055,193.9900055,67.90000153,Central America,Chihuahua,PROCESSING,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Standard Class,NA,16:09:00,8,2015,4,04-08-2015,Delay,2015
22,92696,TRANSFER,2,1,-74.73999786,129.9900055,Shipping canceled,0,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,3756,Watson,XXXXXXXXX,Corporate,PR,9332 Silent Towers,725,4,Apparel,18.274189,-66.37055969,Pacific Asia,Trebisonda,Turquía,3756,01-07-2017,50500,403,0,0,126187,129.9900055,-0.579999983,1,129.9900055,129.9900055,-74.73999786,West Asia,Trebisonda,SUSPECTED_FRAUD,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,First Class,NA,04:02:00,9,2017,1,01-09-2017,Ontime,2017
23,80400,DEBIT,3,4,93.05999756,197.9900055,Advance shipping,0,48,Water Sports,Frankfort,EE. UU.,XXXXXXXXX,Catherine,10305,Hudson,XXXXXXXXX,Home Office,KY,6077 Clear Mountain Abbey,40601,7,Fan_shop,38.11861801,-84.96742249,Pacific Asia,Yuci,China,10305,13-03-2016,29992,1073,2,0.01,75000,199.9900055,0.469999999,1,199.9900055,197.9900055,93.05999756,Eastern Asia,Shanxi,COMPLETE,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Standard Class,NA,19:10,16,2016,3,16-03-2016,Ontime,2016
24,62148,CASH,3,4,18.20000076,181.9900055,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,6564,Thornton,XXXXXXXXX,Corporate,PR,469 Crystal Anchor Mountain,725,7,Fan_shop,18.23129463,-66.37056732,LATAM,Santiago de Cuba,Cuba,6564,19-04-2015,7447,1073,18,0.090000004,18667,199.9900055,0.100000001,1,199.9900055,181.9900055,18.20000076,Caribbean,Santiago de Cuba,CLOSED,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Standard Class,NA,16:39,22,2015,4,22-04-2015,Ontime,2015
25,13444,DEBIT,6,4,-94.05000305,57,Late delivery,1,9,Cardio Equipment,Greensboro,EE. UU.,XXXXXXXXX,Mary,4991,Krause,XXXXXXXXX,Corporate,NC,3858 Foggy Autumn Freeway,27406,3,Footwear,36.05080414,-79.79826355,LATAM,San Luis Potosí,México,4991,27-03-2017,55955,172,3,0.050000001,139904,30,-1.649999976,2,60,57,-94.05000305,Central America,San Luis Potosí,ON_HOLD,NA,172,9,NA,http:--images.acmesports.sports-Nike+Women%27s+Tempo+Shorts,Nike Women's Tempo Shorts,30,0,NA,Standard Class,NA,19:10:00,2,2017,4,04-02-2017,Delay,2017
26,60578,DEBIT,6,4,101.9899979,339.980011,Late delivery,1,45,Fishing,Atlanta,EE. UU.,XXXXXXXXX,Bryan,3189,Smith,XXXXXXXXX,Corporate,GA,7373 Shady Island,30318,7,Fan_shop,33.81632614,-84.44550324,LATAM,Monterrey,México,3189,01-11-2015,730,1004,60,0.150000006,1797,399.980011,0.300000012,1,399.980011,339.980011,101.9899979,Central America,Nuevo León,COMPLETE,NA,1004,45,NA,http:--images.acmesports.sports-Field+%26+Stream+Sportsman+16+Gun+Fire+Safe,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,0,NA,Standard Class,NA,15:24,17,2015,1,17-01-2015,Delay,2015
27,97301,DEBIT,1,0,16.95000076,150,Late delivery,1,24,Women's Apparel,Pacoima,EE. UU.,XXXXXXXXX,Joan,1884,Sanders,XXXXXXXXX,Home Office,CA,9276 Dusty Isle,91331,5,Golf,34.47901917,-117.3552856,USCA,Pasadena,Estados Unidos,1884,06-01-2016,35464,502,0,0,88595,50,0.109999999,3,150,150,16.95000076,West of USA,California,ON_HOLD,91104,502,24,NA,http:--images.acmesports.sports-Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,NA,Same Day,NA,04:16:00,2,2016,6,06-02-2016,Ontime,2016
28,84513,TRANSFER,4,2,-294.5,383.9599915,Late delivery,1,9,Cardio Equipment,Bakersfield,EE. UU.,XXXXXXXXX,Sharon,7656,Mendoza,XXXXXXXXX,Corporate,CA,4722 Round Embers Falls,93309,3,Footwear,35.316082,-119.2524338,Europe,London,Reino Unido,7656,21-07-2015,13818,191,16,0.039999999,34618,99.98999786,-0.769999981,4,399.9599915,383.9599915,-294.5,Northern Europe,Inglaterra,PENDING,NA,191,9,NA,http:--images.acmesports.sports-Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,NA,Second Class,NA,16:42,25,2015,7,25-07-2015,Delay,2015
29,148653,DEBIT,2,4,122.3899994,254.9799957,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,7888,Smith,XXXXXXXXX,Home Office,PR,6772 Cotton Wagon  Moor,725,7,Fan_shop,18.2539196,-66.3706131,Europe,Oxford,Reino Unido,7888,23-06-2015,11881,957,45,0.150000006,29692,299.980011,0.479999989,1,299.980011,254.9799957,122.3899994,Northern Europe,Inglaterra,COMPLETE,NA,957,43,NA,http:--images.acmesports.sports-Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,NA,Standard Class,NA,10:05,25,2015,6,25-06-2015,Ontime,2015
30,149305,DEBIT,6,4,4.360000134,58.18999863,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,1558,Smith,XXXXXXXXX,Home Office,PR,9394 Clear Corner,725,4,Apparel,18.25905418,-66.3705368,USCA,Long Beach,Estados Unidos,1558,08-01-2016,39620,365,1.799999952,0.029999999,98892,59.99000168,0.079999998,1,59.99000168,58.18999863,4.360000134,East of USA,Nueva York,COMPLETE,11561,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,08:18:00,7,2016,8,08-07-2016,Delay,2016
31,134627,TRANSFER,6,4,-58.79999924,293.980011,Shipping canceled,0,43,Camping & Hiking,Bronx,EE. UU.,XXXXXXXXX,Mary,12129,Perkins,XXXXXXXXX,Consumer,NY,6630 Umber Dale View,10468,7,Fan_shop,40.86552811,-73.90142822,Pacific Asia,Perth,Australia,12129,01-11-2016,25725,957,6,0.02,64426,299.980011,-0.200000003,1,299.980011,293.980011,-58.79999924,Oceania,Australia Occidental,SUSPECTED_FRAUD,NA,957,43,NA,http:--images.acmesports.sports-Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,NA,Standard Class,NA,12:15,17,2016,1,17-01-2016,Delay,2016
32,103665,CASH,6,2,87.41999817,185.9900055,Late delivery,1,48,Water Sports,Aurora,EE. UU.,XXXXXXXXX,Mary,3837,Smith,XXXXXXXXX,Consumer,CO,588 Silent Ledge,80010,7,Fan_shop,39.72524643,-104.8658752,Europe,Offenburg,Alemania,3837,26-08-2015,16295,1073,14,0.07,40688,199.9900055,0.469999999,1,199.9900055,185.9900055,87.41999817,Western Europe,Baden-Wurtemberg,CLOSED,NA,1073,48,NA,http:--images.acmesports.sports-Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,NA,Second Class,NA,20:30:00,1,2015,9,09-01-2015,Delay,2015
33,170345,TRANSFER,6,4,-22.40999985,49.79000092,Shipping canceled,0,17,Cleats,Smyrna,EE. UU.,XXXXXXXXX,Mary,1889,West,XXXXXXXXX,Home Office,GA,4091 Cotton Nectar Pointe,30080,4,Apparel,33.89192963,-84.48126984,LATAM,Açu,Brasil,1889,27-05-2015,10065,365,10.19999981,0.170000002,25141,59.99000168,-0.449999988,1,59.99000168,49.79000092,-22.40999985,South America,Río Grande del Norte,CANCELED,NA,365,17,NA,http:--images.acmesports.sports-Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,NA,Standard Class,NA,21:52:00,2,2015,6,06-02-2015,Delay,2015
34,33544,CASH,5,4,42.18000031,124.7900009,Late delivery,1,18,Men's Footwear,Fullerton,EE. UU.,XXXXXXXXX,Mary,5854,Smith,XXXXXXXXX,Consumer,CA,5803 Umber Meadow,92833,4,Apparel,33.87593842,-118.0005798,LATAM,Santiago de Chile,Chile,5854,14-01-2015,904,403,5.199999809,0.039999999,2249,129.9900055,0.340000004,1,129.9900055,124.7900009,42.18000031,South America,Santiago de Chile,CLOSED,NA,403,18,NA,http:--images.acmesports.sports-Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,NA,Standard Class,NA,04:21,19,2015,1,19-01-2015,Delay,2015
35,1241,CASH,5,4,138.4400024,288.4200134,Late delivery,1,73,Sporting Goods,Bronx,EE. UU.,XXXXXXXXX,Kameko,16692,Hogan,XXXXXXXXX,Corporate,NY,6724 Crystal Dale,10466,2,Fitness,40.8907814,-73.85758209,Pacific Asia,Kediri,Indonesia,16692,12-03-2017,73139,1360,39.33000183,0.119999997,176454,327.75,0.479999989,1,327.75,288.4200134,138.4400024,Southeast Asia,Java Oriental,CLOSED,NA,1360,73,NA,http:--images.acmesports.sports-Smart+watch,Smart watch,327.75,0,NA,Standard Class,NA,15:29:00,8,2017,12,12-08-2017,Delay,2017
36,41580,DEBIT,4,4,55.29000092,290.980011,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Mary,10525,Lopez,XXXXXXXXX,Corporate,PR,9879 Indian Panda Square,725,7,Fan_shop,18.23414803,-66.37059021,Pacific Asia,Gold Coast,Australia,10525,01-01-2016,25038,957,9,0.029999999,62739,299.980011,0.189999998,1,299.980011,290.980011,55.29000092,Oceania,Queensland,COMPLETE,NA,957,43,NA,http:--images.acmesports.sports-Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,NA,Standard Class,NA,11:34:00,5,2016,1,01-05-2016,Delay,2016
37,169226,TRANSFER,6,2,-738.4799805,314.25,Late delivery,1,63,Children's Clothing,Chicago,EE. UU.,XXXXXXXXX,Nadine,13653,Velazquez,XXXXXXXXX,Home Office,IL,6316 Quiet Pines,60660,4,Apparel,41.99166107,-87.66110992,Europe,Plymouth,Reino Unido,13653,20-10-2017,70100,1350,42.84999847,0.119999997,173415,357.1000061,-2.349999905,1,357.1000061,314.25,-738.4799805,Northern Europe,Inglaterra,PENDING,NA,1350,63,NA,http:--images.acmesports.sports-Children+heaters,Children's heaters,357.1000061,0,NA,Second Class,NA,06:48,26,2017,10,26-10-2017,Delay,2017
38,113251,TRANSFER,6,4,5.21999979,86.97000122,Late delivery,1,46,Indoor-Outdoor Games,Irvington,EE. UU.,XXXXXXXXX,William,4308,Smith,XXXXXXXXX,Consumer,NJ,3141 Misty Lookout,7111,7,Fan_shop,40.73097992,-74.22322846,Europe,Járkov,Ucrania,4308,27-09-2016,43550,1014,12.98999977,0.129999995,108764,49.97999954,0.059999999,2,99.95999908,86.97000122,5.21999979,Eastern Europe,Járkov,PENDING,NA,1014,46,NA,http:--images.acmesports.sports-O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,NA,Standard Class,NA,17:09:00,3,2016,10,10-03-2016,Delay,2016
